Term,Estimate,Std. Error,z value,Pr(>|z|),deviance,N,converged,species,COMMON.NAME,median.sev,species_name,X99_Body_mass_average_8,X163_Food_Fruit_10,X164_Food_Nectar_or_pollen_10,X165_Food_Seeds_10,X166_Food_Foliage_or_herbs_10,X167_Food_Corms_or_tubers,X168_Food_Terrestrial_invertebrates_10,X169_Food_Terrestrial_vertebrates_10,X170_Food_Carrion_10,X171_Food_Intertidal_invertebrates_10,X172_Food_Fish_or_invertebrates_Marine_10,X173_Food_fish_or_invertebrates_Inland_waters_10,X115_Feeding_habitat_Terrestrial_Arid_shrubland_9,X116_Feeding_habitat_Terrestrial_Chenopod_shrubland_9,X117_Feeding_habitat_Terrestrial_Heath_9,X118_Feeding_habitat_Terrestrial_Triodia_hummock_grassland_9,X119_Feeding_habitat_Terrestrial_Other_grassland_9,X120_Feeding_habitat_Terrestrial_Mallee_9,X121_Feeding_habitat_Terrestrial_Tropical_savanna_woodland_9,X122_Feeding_habitat_Terrestrial_Temperate_dry_sclerophyll_forest_and_woodland_9,X123_Feeding_habitat_Terrestrial_Temperate_wet_sclerophyll_forest_and_woodland_9,X124_Feeding_habitat_Terrestrial_Rainforest_9,X125_Feeding_habitat_Terrestrial_Mangrove_trees_9,X126_Feeding_habitat_Inland_waters_Rivers_and_streams_9,X127_Feeding_habitat_Inland_waters_Deep_open_water_9,X128_Feeding_habitat_Inland_waters_Shallow_open_water_9,X129_Feeding_habitat_Inland_waters_Reeds_and_tall_wet_grassland_9,X130_Feeding_habitat_Inland_waters_Low_marshland_and_wet_grassland_9,X131_Feeding_habitat_Coastal_Sandy_9,X132_Feeding_habitat_Coastal_Rocky_9,X133_Feeding_habitat_Coastal_Soft_mud_9,X134_Feeding_habitat_Coastal_Saltmarsh_9,X135_Feeding_habitat_Coastal_Mangrove_floor_9,X136_Feeding_habitat_Marine_Very_cold_pelagic_9,X137_Feeding_habitat_Marine_Cold_pelagic_9,X138_Feeding_habitat_Marine_Temperate_pelagic_9,X139_Feeding_habitat_Marine_Warm_pelagic_9,X140_Feeding_habitat_Marine_Cold_inshore_9,X141_Feeding_habitat_Marine_Temperate_inshore_9,X142_Feeding_habitat_Marine_Warm_inshore_9,X143_Feeding_habitat_Other_non.Australian_habitat_9,X144_Feeding_habitat_Agricultural_landscapes_9,X145_Feeding_habitat_Urban_landscapes_9,X193_National_movement_local_dispersal_13,X194_National_movement_Partial_migrant_13,X195_National_movement_Total_migrant_13,X196_National_movement_Nomadic_or_opportunistic_13,X197_National_movement_Irruptive_13,foodspec,habitatspec,movetotal,localonly,localdisperse,feeding_specialisation
before.afterBefore,-0.2413800100005,0.13744151123068746,-1.7562380378323832,0.0790477722815048,0.26313946129094984,8770,TRUE,Rainbow_Lorikeet,Rainbow Lorikeet,0.3515999913215637,Rainbow_Lorikeet,126,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,8,2,FALSE,TRUE,generalist
before.afterBefore,0.20842371320449965,0.13606972895850372,1.5317419590661583,0.12558612379807707,0.11033329685190424,8770,TRUE,Red-browed_Firetail,Red-browed Firetail,1.5499000549316406,Red-browed_Firetail,9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,9,2,FALSE,TRUE,specialist
before.afterBefore,0.026497413628401075,0.12138220429919797,0.21829735076393036,0.827197438473871,0.15716042556408386,8770,TRUE,Red_Wattlebird,Red Wattlebird,0.34139999747276306,Red_Wattlebird,90.9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,7,3,FALSE,TRUE,generalist
before.afterBefore,0.008906267646363743,0.229028030394995,0.03888723852274099,0.9689802910575996,0.19414621837026944,8770,TRUE,Rose_Robin,Rose Robin,1.5499000549316406,Rose_Robin,8.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,FALSE,FALSE,specialist
before.afterBefore,0.4805271338063043,0.19469308537355415,2.4681263481151654,0.013582236925409998,0.28852979713102844,8770,TRUE,Rufous_Fantail,Rufous Fantail,2.196500062942505,Rufous_Fantail,9.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,2,FALSE,TRUE,generalist
before.afterBefore,0.16463146325695188,0.14293772759427967,1.1517705369169475,0.2494153780230863,0.2678674731214159,8770,TRUE,Rufous_Whistler,Rufous Whistler,1.6001999378204346,Rufous_Whistler,23.5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,10,2,FALSE,TRUE,specialist
before.afterBefore,-0.015681313365554384,0.2041388199422093,-0.076816910032073693,0.9387691982269464,0.25977467903574314,8770,TRUE,Sacred_Kingfisher,Sacred Kingfisher,2.1263999938964844,Sacred_Kingfisher,53.1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,4,15,2,FALSE,TRUE,generalist
before.afterBefore,-0.10732229228938303,0.12699165685660319,-0.8451129384867349,0.3980477850286372,0.13927222477877518,8770,TRUE,Satin_Bowerbird,Satin Bowerbird,0.36740000545978546,Satin_Bowerbird,202,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,3,6,3,FALSE,TRUE,generalist
before.afterBefore,0.6823270433632431,0.24327402284016036,2.8047673787659444,0.005035290522870366,0.24274816922281886,8770,TRUE,Scarlet_Myzomela,Scarlet Myzomela,0.32010000944137573,Scarlet_Myzomela,8.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,5,2,FALSE,TRUE,generalist
before.afterBefore,0.49226185547928153,0.3100427023248975,1.5877227613744456,0.11234904375821834,0.2723025351309808,8770,TRUE,Scarlet_Robin,Scarlet Robin,2.287100076675415,Scarlet_Robin,13.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,6,2,FALSE,TRUE,specialist
before.afterBefore,0.039966083062780634,0.3446258825082855,0.11596947615163457,0.9076767330391722,0.17166353667857118,8770,TRUE,Shining_Bronze-Cuckoo,Shining Bronze-Cuckoo,1.84660005569458,Shining_Bronze-Cuckoo,24.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,9,1,FALSE,FALSE,specialist
before.afterBefore,0.45407994643426075,0.13830745005789913,3.2831199349288194,0.0010266497709604727,0.06575976329661957,8770,TRUE,Silvereye,Silvereye,1.5499000549316406,Silvereye,11.7,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,11,2,FALSE,TRUE,generalist
before.afterBefore,0.3952528117377625,0.13931247574145303,2.837167379548286,0.00455157440699662,0.11680599457144214,8770,TRUE,Spotted_Pardalote,Spotted Pardalote,2.3444000482559204,Spotted_Pardalote,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,9,2,FALSE,TRUE,specialist
before.afterBefore,0.05135040876258935,0.21164599660109734,0.24262404953197736,0.8082966489652192,0.25295989317518586,8770,TRUE,Striated_Pardalote,Striated Pardalote,2.287100076675415,Striated_Pardalote,11.1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,9,2,FALSE,TRUE,specialist
before.afterBefore,-0.5964972271082017,0.12745578760052692,-4.680032490778283,2.8682945772183806e-6,0.08516579964734423,8770,TRUE,Striated_Thornbill,Striated Thornbill,2.3103500604629517,Striated_Thornbill,7.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,8,1,TRUE,TRUE,generalist
before.afterBefore,-0.8425181090498265,0.14337769039793188,-5.87621481913604,4.197535513321395e-9,0.24864562299765827,8770,TRUE,Sulphur-crested_Cockatoo,Sulphur-crested Cockatoo,0.3464999943971634,Sulphur-crested_Cockatoo,735,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,11,2,FALSE,TRUE,generalist
before.afterBefore,0.07296399280227991,0.11484700823801129,0.6353147018951321,0.5252231868987662,0.1287631617640715,8770,TRUE,Superb_Fairywren,Superb Fairywren,1.5499000549316406,Superb_Fairywren,10.6,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,9,1,TRUE,TRUE,generalist
before.afterBefore,0.1318530216518098,0.1488885275618473,0.8855821453203566,0.3758427363376425,0.1872372098560562,8770,TRUE,Superb_Lyrebird,Superb Lyrebird,2.3103500604629517,Superb_Lyrebird,1080,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,TRUE,TRUE,generalist
before.afterBefore,-0.31023290001996645,0.31178588282447045,-0.995019072735316,0.3197269882017907,0.5325409978032923,8770,TRUE,Torresian_Crow,Torresian Crow,1.2916000485420227,Torresian_Crow,582,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,5,12,2,FALSE,TRUE,generalist
before.afterBefore,0.08375102703626229,0.27455819714855956,0.30503925180913755,0.7603362574256561,0.13964957802121486,8770,TRUE,Tree_Martin,Tree Martin,1.6886999607086182,Tree_Martin,16.6,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,20,2,FALSE,TRUE,specialist
before.afterBefore,0.04393663486229263,0.24824381639060117,0.1769898461162883,0.8595163652932726,0.32568804282591124,8770,TRUE,Variegated_Fairywren,Variegated Fairywren,2.401700019836426,Variegated_Fairywren,8,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,13,1,TRUE,TRUE,specialist
before.afterBefore,-0.07497354418571606,0.2261708287099795,-0.3314907789538817,0.7402738049743969,0.12410108262264295,8770,TRUE,Wedge-tailed_Eagle,Wedge-tailed Eagle,2.518199920654297,Wedge-tailed_Eagle,3630,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,11,1,TRUE,TRUE,generalist
before.afterBefore,-0.11669681450417548,0.1200360916343477,-0.9721810575077345,0.33096048250342475,0.06334474363907022,8770,TRUE,Welcome_Swallow,Welcome Swallow,1.6886999607086182,Welcome_Swallow,14.6,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,19,2,FALSE,TRUE,specialist
before.afterBefore,-0.005550963611566962,0.21679835274346407,-0.02560427024155196,0.9795729800277357,0.3147467870775857,8770,TRUE,Whistling_Kite,Whistling Kite,2.06850004196167,Whistling_Kite,769,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,4,20,3,FALSE,TRUE,generalist
before.afterBefore,0.3055430914208631,0.2734728153403076,1.1172704352374019,0.26387871249501055,0.2581530513687204,8770,TRUE,White-bellied_Sea-Eagle,White-bellied Sea-Eagle,0.5365999937057495,White-bellied_Sea-Eagle,2820,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,4,8,2,FALSE,TRUE,generalist
before.afterBefore,0.24173606181797075,0.12006920592088348,2.0133060759746884,0.044082439560505275,0.0862507581517229,8771,TRUE,White-browed_Scrubwren,White-browed Scrubwren,2.5295000076293945,White-browed_Scrubwren,13.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,8,1,TRUE,TRUE,generalist
before.afterBefore,0.6768231431658023,0.3564598220168281,1.8987361305865496,0.057599178533615535,0.5530544611643547,8770,TRUE,White-cheeked_Honeyeater,White-cheeked Honeyeater,2.4894999265670776,White-cheeked_Honeyeater,18.3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,1,TRUE,TRUE,generalist
before.afterBefore,-0.3433566656015826,0.1607636435273575,-2.1357855424765417,0.03269689808483375,0.24323511132345338,8770,TRUE,White-eared_Honeyeater,White-eared Honeyeater,2.256250023841858,White-eared_Honeyeater,21.6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,8,2,FALSE,TRUE,generalist
before.afterBefore,0.367634031479958,0.1525062920400397,2.4106155002669505,0.015925627888615186,0.10295552141959746,8770,TRUE,White-naped_Honeyeater,White-naped Honeyeater,2.4209001064300537,White-naped_Honeyeater,14.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,2,FALSE,TRUE,generalist
before.afterBefore,0.2030595266819465,0.1104236093125576,1.8389140505920245,0.06592782884686615,0.12345326951501256,8772,TRUE,White-throated_Treecreeper,White-throated Treecreeper,2.435699939727783,White-throated_Treecreeper,20.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,TRUE,TRUE,specialist
before.afterBefore,-0.37467282954279507,0.12693426822671583,-2.951707484330364,0.0031602215019567886,0.10006396499689449,8770,TRUE,Willie-wagtail,Willie-wagtail,1.5499000549316406,Willie-wagtail,20.7,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,10,2,FALSE,TRUE,specialist
before.afterBefore,-0.018562406643317896,0.16049534983092253,-0.11565697487729634,0.9079244064134214,0.22766412854419046,8770,TRUE,Wonga_Pigeon,Wonga Pigeon,1.6001999378204346,Wonga_Pigeon,429,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,TRUE,TRUE,generalist
before.afterBefore,0.6176597166021515,0.1219105970699068,5.066497346805454,4.052023960651054e-7,0.12330676196413864,8770,TRUE,Yellow-faced_Honeyeater,Yellow-faced Honeyeater,1.6886999607086182,Yellow-faced_Honeyeater,16.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,6,2,FALSE,TRUE,generalist
before.afterBefore,-0.5482466028645283,0.24974664311944134,-2.195211098802755,0.02814845849083666,0.2569484737691615,8770,TRUE,Yellow-rumped_Thornbill,Yellow-rumped Thornbill,1.6886999607086182,Yellow-rumped_Thornbill,9.1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,8,1,TRUE,TRUE,specialist
before.afterBefore,-0.2445850864301927,0.1356827421246588,-1.8026248777127427,0.07144714727543058,0.08073897717650386,8770,TRUE,Yellow-tailed_Black-Cockatoo,Yellow-tailed Black-Cockatoo,1.6586999893188477,Yellow-tailed_Black-Cockatoo,661,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,7,3,FALSE,TRUE,generalist
