Term,Estimate,Std. Error,z value,Pr(>|z|),deviance,N,converged,species,COMMON.NAME,median.sev,species_name,X99_Body_mass_average_8,X163_Food_Fruit_10,X164_Food_Nectar_or_pollen_10,X165_Food_Seeds_10,X166_Food_Foliage_or_herbs_10,X167_Food_Corms_or_tubers,X168_Food_Terrestrial_invertebrates_10,X169_Food_Terrestrial_vertebrates_10,X170_Food_Carrion_10,X171_Food_Intertidal_invertebrates_10,X172_Food_Fish_or_invertebrates_Marine_10,X173_Food_fish_or_invertebrates_Inland_waters_10,X115_Feeding_habitat_Terrestrial_Arid_shrubland_9,X116_Feeding_habitat_Terrestrial_Chenopod_shrubland_9,X117_Feeding_habitat_Terrestrial_Heath_9,X118_Feeding_habitat_Terrestrial_Triodia_hummock_grassland_9,X119_Feeding_habitat_Terrestrial_Other_grassland_9,X120_Feeding_habitat_Terrestrial_Mallee_9,X121_Feeding_habitat_Terrestrial_Tropical_savanna_woodland_9,X122_Feeding_habitat_Terrestrial_Temperate_dry_sclerophyll_forest_and_woodland_9,X123_Feeding_habitat_Terrestrial_Temperate_wet_sclerophyll_forest_and_woodland_9,X124_Feeding_habitat_Terrestrial_Rainforest_9,X125_Feeding_habitat_Terrestrial_Mangrove_trees_9,X126_Feeding_habitat_Inland_waters_Rivers_and_streams_9,X127_Feeding_habitat_Inland_waters_Deep_open_water_9,X128_Feeding_habitat_Inland_waters_Shallow_open_water_9,X129_Feeding_habitat_Inland_waters_Reeds_and_tall_wet_grassland_9,X130_Feeding_habitat_Inland_waters_Low_marshland_and_wet_grassland_9,X131_Feeding_habitat_Coastal_Sandy_9,X132_Feeding_habitat_Coastal_Rocky_9,X133_Feeding_habitat_Coastal_Soft_mud_9,X134_Feeding_habitat_Coastal_Saltmarsh_9,X135_Feeding_habitat_Coastal_Mangrove_floor_9,X136_Feeding_habitat_Marine_Very_cold_pelagic_9,X137_Feeding_habitat_Marine_Cold_pelagic_9,X138_Feeding_habitat_Marine_Temperate_pelagic_9,X139_Feeding_habitat_Marine_Warm_pelagic_9,X140_Feeding_habitat_Marine_Cold_inshore_9,X141_Feeding_habitat_Marine_Temperate_inshore_9,X142_Feeding_habitat_Marine_Warm_inshore_9,X143_Feeding_habitat_Other_non.Australian_habitat_9,X144_Feeding_habitat_Agricultural_landscapes_9,X145_Feeding_habitat_Urban_landscapes_9,X193_National_movement_local_dispersal_13,X194_National_movement_Partial_migrant_13,X195_National_movement_Total_migrant_13,X196_National_movement_Nomadic_or_opportunistic_13,X197_National_movement_Irruptive_13,foodspec,habitatspec,feeding_specialisation
before.afterBefore,-0.4754297880380341,0.19216925826283923,-2.474015835497297,0.013360377470000377,0.03077498646545248,8770,TRUE,Little_Black_Cormorant,Little Black Cormorant,1.9046000242233276,Little_Black_Cormorant,860,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,2,7,generalist
before.afterBefore,-0.27716480583215497,0.17886313869509857,-1.5495915360438108,0.12123958574543632,0.03898182476288639,8770,TRUE,Little_Pied_Cormorant,Little Pied Cormorant,0.745600014925003,Little_Pied_Cormorant,688,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,2,7,generalist
before.afterBefore,0.39676950733325206,0.26653859645739275,1.4886005727004616,0.13659258072586855,0.060115008910184155,8770,TRUE,Little_Raven,Little Raven,3.0195000171661377,Little_Raven,534,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,3,6,generalist
before.afterBefore,-0.37759068755333125,0.12866707238852979,-2.9346333956611583,0.0033394197829447465,0.03152486058799551,8770,TRUE,Little_Wattlebird,Little Wattlebird,0.4905499964952469,Little_Wattlebird,69.7,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,5,generalist
before.afterBefore,-0.604076018711296,0.13715018650500807,-4.404485579676831,1.0603519368164566e-5,0.025452528446747152,8770,TRUE,Magpie-lark,Magpie-lark,1.5499000549316406,Magpie-lark,88,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,3,9,generalist
before.afterBefore,-0.6812766033537467,0.14177831312430703,-4.805224355832359,1.5457806782235886e-6,0.024066127774107833,8770,TRUE,Maned_Duck,Maned Duck,0.34139999747276306,Maned_Duck,808,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,5,generalist
before.afterBefore,-0.6673120619546637,0.13728193136300557,-4.860887775465035,1.1686049134873822e-6,0.031864143297739796,8772,TRUE,Masked_Lapwing,Masked Lapwing,1.5499000549316406,Masked_Lapwing,316,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,10,generalist
before.afterBefore,0.2366096050161749,0.2526436024322287,0.9365351140432898,0.3489977421363002,0.03823136697535004,8770,TRUE,Mistletoebird,Mistletoebird,0.8012000024318695,Mistletoebird,8.8,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,11,generalist
before.afterBefore,0.0769485153068655,0.1283572690498322,0.5994870090060248,0.5488481705458401,0.03531864312543864,8770,TRUE,New_Holland_Honeyeater,New Holland Honeyeater,0.39294999837875366,New_Holland_Honeyeater,20.9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,6,generalist
before.afterBefore,-0.07260832745211276,0.16224340062389184,-0.4475271547126369,0.6544944859995742,0.0503538339917608,8770,TRUE,Noisy_Friarbird,Noisy Friarbird,1.6886999607086182,Noisy_Friarbird,100,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,4,5,generalist
before.afterBefore,-0.32421158903004926,0.18877894775422177,-1.7174139006863849,0.08590357360841566,0.04165680137683447,8770,TRUE,Noisy_Miner,Noisy Miner,1.0333000421524048,Noisy_Miner,71.3,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,7,generalist
before.afterBefore,0.8483826877524021,0.3048018081885776,2.7833912560896517,0.0053793891892053875,0.1438269732288357,8770,TRUE,Olive-backed_Oriole,Olive-backed Oriole,2.354550004005432,Olive-backed_Oriole,97.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,generalist
before.afterBefore,-0.334221695136665,0.15753749511146214,-2.121537446689716,0.03387660013370488,0.021490152046795406,8770,TRUE,Pacific_Black_Duck,Pacific Black Duck,1.6001999378204346,Pacific_Black_Duck,1060,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,8,generalist
before.afterBefore,-0.24430962659176733,0.10459980979212731,-2.335660333200293,0.019508951412481726,0.035780715185892334,8770,TRUE,Pied_Currawong,Pied Currawong,1.7509999871253967,Pied_Currawong,308,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,7,generalist
before.afterBefore,-0.22201823374187182,0.11764901122000025,-1.8871236692903788,0.059143693818296705,0.03365095463681187,8770,TRUE,Rainbow_Lorikeet,Rainbow Lorikeet,0.3515999913215637,Rainbow_Lorikeet,126,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,8,generalist
before.afterBefore,0.021653951569306586,0.11314954345599497,0.1913746260737502,0.8482320981171703,0.028167181161875422,8770,TRUE,Red_Wattlebird,Red Wattlebird,0.34139999747276306,Red_Wattlebird,90.9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,7,generalist
before.afterBefore,0.10931391988470075,0.13207467835388423,0.8276675078609866,0.4078588251410943,0.054220167498628874,8770,TRUE,Red-browed_Firetail,Red-browed Firetail,1.5499000549316406,Red-browed_Firetail,9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,9,specialist
before.afterBefore,0.19858179616403873,0.21653785583874852,0.9170765794961907,0.3591025127618712,0.06319466937119421,8770,TRUE,Rose_Robin,Rose Robin,1.5499000549316406,Rose_Robin,8.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,specialist
before.afterBefore,0.5755166455784254,0.1833383254333635,3.1390962267057674,0.0016946978714860882,0.1667358443954585,8770,TRUE,Rufous_Fantail,Rufous Fantail,2.196500062942505,Rufous_Fantail,9.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,generalist
before.afterBefore,0.22661086882204154,0.1351241263658947,1.677057050555245,0.09353132633033659,0.1631099811815963,8770,TRUE,Rufous_Whistler,Rufous Whistler,1.6001999378204346,Rufous_Whistler,23.5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,10,specialist
before.afterBefore,0.09622694578967497,0.19364780223218528,0.4969173142192344,0.6192473612532469,0.18027899204274325,8770,TRUE,Sacred_Kingfisher,Sacred Kingfisher,2.1263999938964844,Sacred_Kingfisher,53.1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,4,15,generalist
before.afterBefore,-0.20834720944672092,0.12137259416067343,-1.7165918788133523,0.08605376737605608,0.03800257487427455,8770,TRUE,Satin_Bowerbird,Satin Bowerbird,0.36740000545978546,Satin_Bowerbird,202,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,3,6,generalist
before.afterBefore,0.4877197356916816,0.22861792665434805,2.1333398602161004,0.03289685661118528,0.0504494450540409,8770,TRUE,Scarlet_Myzomela,Scarlet Myzomela,0.32010000944137573,Scarlet_Myzomela,8.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,5,generalist
before.afterBefore,0.8283207502320649,0.2910171222397506,2.846295585143144,0.004423111690549404,0.02653781867817088,8770,TRUE,Scarlet_Robin,Scarlet Robin,2.287100076675415,Scarlet_Robin,13.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,6,specialist
before.afterBefore,0.15229638744811627,0.33823808020250545,0.45026387140364377,0.6525201863625947,0.12163048979232548,8770,TRUE,Shining_Bronze-Cuckoo,Shining Bronze-Cuckoo,1.84660005569458,Shining_Bronze-Cuckoo,24.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,9,specialist
before.afterBefore,-0.45621412365894426,0.15020322998345795,-3.0373123381513674,0.002386979815295206,0.03955168865781945,8770,TRUE,Silver_Gull,Silver Gull,1.1711000204086304,Silver_Gull,287,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,6,12,generalist
before.afterBefore,0.4739013868596773,0.1368835966511515,3.4620757961775164,5.360261735417692e-4,0.04702860768713473,8770,TRUE,Silvereye,Silvereye,1.5499000549316406,Silvereye,11.7,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,11,generalist
before.afterBefore,0.5423198208223983,0.13405722064964054,4.045435361066859,5.222597503881313e-5,0.04967535955179891,8770,TRUE,Spotted_Pardalote,Spotted Pardalote,2.3444000482559204,Spotted_Pardalote,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,9,specialist
before.afterBefore,0.3950992909578581,0.19270036053889034,2.050329796233672,0.04033225884074585,0.047927765526734084,8770,TRUE,Striated_Pardalote,Striated Pardalote,2.287100076675415,Striated_Pardalote,11.1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,9,specialist
before.afterBefore,-0.4275262379527307,0.11764067137445593,-3.634170333760627,2.7887658435926525e-4,0.03254592314998582,8770,TRUE,Striated_Thornbill,Striated Thornbill,2.3103500604629517,Striated_Thornbill,7.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,8,generalist
before.afterBefore,-0.785215613812207,0.12477282960717659,-6.293161870932224,3.110636593624711e-10,0.04697063630403278,8770,TRUE,Sulphur-crested_Cockatoo,Sulphur-crested Cockatoo,0.3464999943971634,Sulphur-crested_Cockatoo,735,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,11,generalist
before.afterBefore,0.2594136960820273,0.1075564098467786,2.411885042012649,0.015870284548997998,0.03865437971496443,8770,TRUE,Superb_Fairywren,Superb Fairywren,1.5499000549316406,Superb_Fairywren,10.6,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,9,generalist
before.afterBefore,0.1683419117670415,0.14005440877070172,1.2019750984251578,0.2293731761077198,0.03890861963928122,8770,TRUE,Superb_Lyrebird,Superb Lyrebird,2.3103500604629517,Superb_Lyrebird,1080,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,generalist
before.afterBefore,-0.4432415828676855,0.2503606448321048,-1.7704123711812982,0.0766584703728238,0.055995190734207875,8770,TRUE,Torresian_Crow,Torresian Crow,1.2916000485420227,Torresian_Crow,582,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,5,12,generalist
before.afterBefore,0.30834696909232184,0.2683390435240386,1.1490946864938767,0.25051693916305523,0.066064905237883,8770,TRUE,Tree_Martin,Tree Martin,1.6886999607086182,Tree_Martin,16.6,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,20,specialist
before.afterBefore,-0.40166800547086573,0.22472192681481196,-1.7874001489933418,0.07387283757023154,0.06261064603181417,8770,TRUE,Variegated_Fairywren,Variegated Fairywren,2.401700019836426,Variegated_Fairywren,8,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,13,specialist
before.afterBefore,0.1406038892833274,0.21537821432261217,0.6528231730657712,0.5138702824968109,0.038190170045792476,8770,TRUE,Wedge-tailed_Eagle,Wedge-tailed Eagle,2.518199920654297,Wedge-tailed_Eagle,3630,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,11,generalist
before.afterBefore,-0.08626314377981574,0.11605244212553494,-0.7433117494115647,0.4572929597555378,0.02942707301234622,8770,TRUE,Welcome_Swallow,Welcome Swallow,1.6886999607086182,Welcome_Swallow,14.6,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,19,specialist
before.afterBefore,-0.18475730779522775,0.19897619489529114,-0.9285397576954072,0.3531276544784142,0.03805437909289198,8770,TRUE,Whistling_Kite,Whistling Kite,2.06850004196167,Whistling_Kite,769,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,4,20,generalist
before.afterBefore,0.2568860394191946,0.257041762558549,0.9993941718349408,0.3176037820329499,0.0700622282262986,8770,TRUE,White-bellied_Sea-Eagle,White-bellied Sea-Eagle,0.5365999937057495,White-bellied_Sea-Eagle,2820,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,4,8,generalist
before.afterBefore,0.18340641504752886,0.117622514506412,1.5592798353033914,0.11893016223376775,0.06398043970695222,8771,TRUE,White-browed_Scrubwren,White-browed Scrubwren,2.5295000076293945,White-browed_Scrubwren,13.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,8,generalist
before.afterBefore,0.5250326227437098,0.2940671341459993,1.7854175519085382,0.07419361375587516,0.042437051974245306,8770,TRUE,White-cheeked_Honeyeater,White-cheeked Honeyeater,2.4894999265670776,White-cheeked_Honeyeater,18.3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,generalist
before.afterBefore,-0.23728913792383496,0.14152316013410865,-1.6766806061917894,0.0936049549929468,0.025086543587363012,8770,TRUE,White-eared_Honeyeater,White-eared Honeyeater,2.256250023841858,White-eared_Honeyeater,21.6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,8,generalist
before.afterBefore,-0.25763053187767804,0.16614446548542128,-1.5506416727452437,0.12098757956954301,0.05620850304492658,8770,TRUE,White-faced_Heron,White-faced Heron,1.5499000549316406,White-faced_Heron,571,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,3,11,generalist
before.afterBefore,0.43111089623376225,0.148577646700909,2.9015865159151475,0.003712782417151067,0.04888775624898853,8770,TRUE,White-naped_Honeyeater,White-naped Honeyeater,2.4209001064300537,White-naped_Honeyeater,14.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,generalist
before.afterBefore,0.21448892310604542,0.10587292363253059,2.0259091347142264,0.042774096986920085,0.052318632736944454,8772,TRUE,White-throated_Treecreeper,White-throated Treecreeper,2.435699939727783,White-throated_Treecreeper,20.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,specialist
before.afterBefore,-0.1954272712759283,0.12040183273132153,-1.6231253864052646,0.10456260377642836,0.025394457066397983,8770,TRUE,Willie-wagtail,Willie-wagtail,1.5499000549316406,Willie-wagtail,20.7,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,10,specialist
before.afterBefore,0.007544664430105217,0.14675809488092614,0.05140884689343144,0.9589997352951064,0.0486569714153729,8770,TRUE,Wonga_Pigeon,Wonga Pigeon,1.6001999378204346,Wonga_Pigeon,429,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,generalist
before.afterBefore,0.6688471443589379,0.11824807982414737,5.656304485904667,1.546669805138297e-8,0.051661301786683635,8770,TRUE,Yellow-faced_Honeyeater,Yellow-faced Honeyeater,1.6886999607086182,Yellow-faced_Honeyeater,16.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,6,generalist
before.afterBefore,-0.1335349208111866,0.22629784028019975,-0.5900848220462245,0.5551337839909236,0.038447632235854935,8770,TRUE,Yellow-rumped_Thornbill,Yellow-rumped Thornbill,1.6886999607086182,Yellow-rumped_Thornbill,9.1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,8,specialist
before.afterBefore,-0.3654305141670551,0.1317768867366688,-2.7731002243003275,0.005552501692804885,0.048297560941554865,8770,TRUE,Yellow-tailed_Black-Cockatoo,Yellow-tailed Black-Cockatoo,1.6586999893188477,Yellow-tailed_Black-Cockatoo,661,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,7,generalist
